id,title_english,format,status,season,seasonYear,seasonInt,episodes,duration,averageScore,meanScore,popularity,favourites
127368,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario? -Bath God Forever-,OVA,FINISHED,SPRING,2021.0,212.0,1.0,28.0,67.0,67.0,26193,253
76,Magical Girl Lyrical Nanoha,TV,FINISHED,FALL,2004.0,44.0,13.0,25.0,71.0,71.0,26171,428
175198,Übel Blatt,TV,FINISHED,WINTER,2025.0,251.0,12.0,24.0,60.0,60.0,26159,429
985,Dragon Ball Z: The History of Trunks,SPECIAL,FINISHED,WINTER,1993.0,931.0,1.0,48.0,76.0,76.0,26143,434
179919,Negative Positive Angler,TV,FINISHED,FALL,2024.0,244.0,12.0,24.0,73.0,73.0,26117,425
10209,Is this a Zombie? OVA,OVA,FINISHED,SUMMER,2011.0,113.0,2.0,24.0,70.0,70.0,26091,125
123330,The Demon Girl Next Door Season 2,TV,FINISHED,SPRING,2022.0,222.0,12.0,24.0,78.0,78.0,26078,571
27,Trinity Blood,TV,FINISHED,SPRING,2005.0,52.0,24.0,24.0,68.0,68.0,26074,781
168623,Dahlia in Bloom: Crafting a Fresh Start with Magical Tools,TV,FINISHED,SUMMER,2024.0,243.0,12.0,24.0,67.0,67.0,26042,363
172416,A Nobody's Way Up to an Exploration Hero,TV,FINISHED,SUMMER,2024.0,243.0,12.0,24.0,56.0,56.0,26038,432
250,Zatch Bell!,TV,FINISHED,SPRING,2003.0,32.0,150.0,23.0,72.0,73.0,26006,589
9479,Coppelion,TV,FINISHED,FALL,2013.0,134.0,13.0,24.0,60.0,60.0,25990,150
155838,New Saga,TV,FINISHED,SUMMER,2025.0,253.0,12.0,24.0,65.0,65.0,25950,421
9331,Dream Eater Merry,TV,FINISHED,WINTER,2011.0,111.0,13.0,24.0,65.0,65.0,25927,123
144932,EDENS ZERO Season 2,TV,FINISHED,SPRING,2023.0,232.0,25.0,23.0,73.0,73.0,25905,481
140502,Salaryman's Club,TV,FINISHED,WINTER,2022.0,221.0,12.0,23.0,72.0,72.0,25903,345
123779,Dr. Ramune -Mysterious Disease Specialist-,TV,FINISHED,WINTER,2021.0,211.0,12.0,24.0,69.0,69.0,25894,490
112296,,OVA,FINISHED,SPRING,2020.0,202.0,12.0,30.0,67.0,67.0,25892,300
7590,,TV,FINISHED,SPRING,2010.0,102.0,13.0,24.0,62.0,63.0,25887,141
144533,Bibliophile Princess,TV,FINISHED,FALL,2022.0,224.0,12.0,24.0,67.0,67.0,25877,451
20815,The Rolling Girls,TV,FINISHED,WINTER,2015.0,151.0,12.0,24.0,64.0,64.0,25858,186
6164,Sweet Blue Flowers,TV,FINISHED,SUMMER,2009.0,93.0,11.0,22.0,68.0,68.0,25853,208
2156,Bakugan Battle Brawlers,TV,FINISHED,SPRING,2007.0,72.0,52.0,24.0,62.0,62.0,25850,352
272,,TV,FINISHED,SPRING,2001.0,12.0,26.0,24.0,73.0,73.0,25844,1098
110851,Fate/Grand Order Absolute Demonic Front: Babylonia - Initium Iter,SPECIAL,FINISHED,SUMMER,2019.0,193.0,1.0,27.0,70.0,70.0,25830,177
98779,Non Non Biyori Vacation,MOVIE,FINISHED,SUMMER,2018.0,183.0,1.0,71.0,81.0,81.0,25827,359
180523,A Wild Last Boss Appeared!,ONA,RELEASING,FALL,2025.0,254.0,,23.0,71.0,72.0,25824,485
101014,RELEASE THE SPYCE,TV,FINISHED,FALL,2018.0,184.0,12.0,25.0,67.0,67.0,25803,240
2216,Shigurui: Death Frenzy,TV,FINISHED,SUMMER,2007.0,73.0,12.0,23.0,69.0,69.0,25784,289
183275,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom,ONA,FINISHED,SPRING,2025.0,252.0,12.0,24.0,72.0,72.0,25775,547
21158,High Speed! -Free! Starting Days-,MOVIE,FINISHED,FALL,2015.0,154.0,1.0,110.0,77.0,77.0,25763,351
120376,The World Ends with You The Animation,TV,FINISHED,SPRING,2021.0,212.0,12.0,24.0,57.0,57.0,25762,232
6774,Welcome to Irabu's Office,TV,FINISHED,FALL,2009.0,94.0,11.0,25.0,76.0,76.0,25761,606
140830,BIRDIE WING -Golf Girls' Story-,TV,FINISHED,SPRING,2022.0,222.0,13.0,24.0,73.0,73.0,25672,445
186712,,TV,NOT_YET_RELEASED,,,,,,,,25653,326
601,Cat Soup,OVA,FINISHED,WINTER,2001.0,11.0,1.0,32.0,71.0,71.0,25629,846
15751,Senyuu,TV_SHORT,FINISHED,WINTER,2013.0,131.0,13.0,6.0,69.0,69.0,25618,220
9790,Heaven's Lost Property the Movie: The Angeloid of Clockwork,MOVIE,FINISHED,SUMMER,2011.0,113.0,1.0,96.0,71.0,71.0,25604,196
135,Hikaru no Go,TV,FINISHED,FALL,2001.0,14.0,75.0,23.0,78.0,78.0,25595,626
170019,,TV,NOT_YET_RELEASED,SPRING,2026.0,262.0,,,,,25570,532
157,Negima!,TV,FINISHED,WINTER,2005.0,51.0,26.0,23.0,65.0,65.0,25554,196
132096,Miss Kobayashi's Dragon Maid S: Miniature Dragon,ONA,FINISHED,SPRING,2021.0,212.0,16.0,2.0,73.0,73.0,25529,252
102167,Yuri on Ice Side Story: Welcome to The Madness,SPECIAL,FINISHED,SPRING,2017.0,172.0,1.0,3.0,77.0,78.0,25493,258
21249,Concrete Revolutio,TV,FINISHED,FALL,2015.0,154.0,13.0,24.0,64.0,64.0,25472,164
103222,Magical Girl Spec-Ops Asuka,TV,FINISHED,WINTER,2019.0,191.0,12.0,24.0,58.0,58.0,25456,175
139,,OVA,FINISHED,SPRING,2004.0,42.0,14.0,24.0,79.0,79.0,25447,220
13391,Expelled From Paradise,MOVIE,FINISHED,FALL,2014.0,144.0,1.0,103.0,70.0,70.0,25424,212
13055,,OVA,FINISHED,SUMMER,2012.0,123.0,2.0,24.0,69.0,69.0,25423,117
10805,The World God Only Knows: 4 Girls and an Idol,OVA,FINISHED,SUMMER,2011.0,113.0,1.0,24.0,70.0,70.0,25397,128
179885,Scooped Up by an S-Rank Adventurer!,ONA,FINISHED,SUMMER,2025.0,253.0,12.0,24.0,60.0,61.0,25334,408
101410,,ONA,FINISHED,,,,3.0,27.0,79.0,79.0,25328,389
567,The Big O,TV,FINISHED,FALL,1999.0,994.0,13.0,24.0,74.0,75.0,25309,626
155527,A Girl & Her Guard Dog,TV,FINISHED,FALL,2023.0,234.0,13.0,24.0,52.0,52.0,25287,418
20720,Orenchi no Furo Jijo,TV_SHORT,FINISHED,FALL,2014.0,144.0,13.0,4.0,65.0,65.0,25252,295
121034,Date A Bullet: Dead or Bullet & Nightmare or Queen,MOVIE,FINISHED,FALL,2020.0,204.0,1.0,29.0,74.0,74.0,25219,478
98884,Haikyu!! The Movie: Talent and Sense,MOVIE,FINISHED,SUMMER,2017.0,173.0,1.0,89.0,79.0,79.0,25165,209
1594,Hell Girl: Two Mirrors,TV,FINISHED,FALL,2006.0,64.0,26.0,25.0,75.0,76.0,25162,247
21045,Dance with Devils,TV,FINISHED,FALL,2015.0,154.0,12.0,23.0,57.0,57.0,25158,214
20986,Chain Chronicle - The Light of Haecceitas -,TV,FINISHED,WINTER,2017.0,171.0,12.0,24.0,62.0,62.0,25156,154
469,Karin: Chibi Vampire,TV,FINISHED,FALL,2005.0,54.0,24.0,23.0,67.0,67.0,25131,262
157295,My Clueless First Friend,TV,FINISHED,SPRING,2023.0,232.0,13.0,24.0,73.0,73.0,25127,696
10049,Nura: Rise of the Yokai Clan - Demon Capital,TV,FINISHED,SUMMER,2011.0,113.0,24.0,23.0,77.0,77.0,25069,311
160515,OVERTAKE!,TV,FINISHED,FALL,2023.0,234.0,12.0,25.0,74.0,74.0,25053,447
87496,Kemono Friends,TV,FINISHED,WINTER,2017.0,171.0,12.0,24.0,72.0,72.0,25051,589
1121,Pokémon: Jirachi Wish Maker,MOVIE,FINISHED,SUMMER,2003.0,33.0,1.0,81.0,65.0,65.0,25035,121
98631,Convenience Store Boy Friends,TV,FINISHED,SUMMER,2017.0,173.0,12.0,24.0,58.0,58.0,25032,115
21731,Hand Shakers,TV,FINISHED,WINTER,2017.0,171.0,12.0,23.0,42.0,42.0,25026,123
20628,Legend of the Galactic Heroes: Die Neue These,TV,FINISHED,SPRING,2018.0,182.0,12.0,25.0,74.0,75.0,24968,459
20843,Show By Rock!!,TV,FINISHED,SPRING,2015.0,152.0,12.0,24.0,66.0,67.0,24957,273
174044,MAYONAKA PUNCH,TV,FINISHED,SUMMER,2024.0,243.0,12.0,24.0,73.0,73.0,24897,603
117696,Heaven’s Design Team,TV,FINISHED,WINTER,2021.0,211.0,12.0,24.0,69.0,69.0,24882,331
7588,House of Five Leaves,TV,FINISHED,SPRING,2010.0,102.0,12.0,23.0,75.0,75.0,24880,402
4026,Pokémon: Giratina and the Sky Warrior,MOVIE,FINISHED,SUMMER,2008.0,83.0,1.0,96.0,67.0,67.0,24866,138
974,Dead Leaves,MOVIE,FINISHED,WINTER,2004.0,41.0,1.0,50.0,69.0,69.0,24849,384
1536,Arms Alchemy,TV,FINISHED,FALL,2006.0,64.0,26.0,24.0,68.0,69.0,24832,235
650,Gunsmith Cats,OVA,FINISHED,FALL,1995.0,954.0,3.0,29.0,73.0,74.0,24815,617
85,Mobile Suit Zeta Gundam,TV,FINISHED,SPRING,1985.0,852.0,50.0,24.0,78.0,78.0,24806,1503
21201,Schwarzes Marken,TV,FINISHED,WINTER,2016.0,161.0,12.0,23.0,62.0,62.0,24805,196
395,Gantz: Second Stage,TV,FINISHED,SUMMER,2004.0,43.0,13.0,23.0,65.0,65.0,24742,179
166442,Super Cube,ONA,FINISHED,,,,12.0,20.0,71.0,71.0,24718,559
17082,AIURA,TV_SHORT,FINISHED,SPRING,2013.0,132.0,12.0,4.0,65.0,65.0,24716,130
288,Beyblade,TV,FINISHED,WINTER,2001.0,11.0,51.0,23.0,65.0,65.0,24691,360
166699,"OKITSURA: Fell in Love with an Okinawan Girl, but I Just Wish I Know What She's Saying",TV,FINISHED,WINTER,2025.0,251.0,12.0,24.0,69.0,69.0,24680,467
207,Record of Lodoss War,OVA,FINISHED,SUMMER,1990.0,903.0,13.0,25.0,70.0,70.0,24609,422
5355,Sengoku Basara: Samurai Kings,TV,FINISHED,SPRING,2009.0,92.0,12.0,23.0,69.0,69.0,24606,205
101965,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,SPECIAL,FINISHED,FALL,2017.0,174.0,1.0,14.0,71.0,71.0,24592,340
159042,,TV,NOT_YET_RELEASED,,,,,,,,24580,378
166104,TONIKAWA: Over The Moon For You ~High School Days~,ONA,FINISHED,SUMMER,2023.0,233.0,4.0,24.0,77.0,78.0,24569,485
6178,Pokémon: Arceus and the Jewel of Life,MOVIE,FINISHED,SUMMER,2009.0,93.0,1.0,94.0,68.0,68.0,24549,147
10033,,TV,FINISHED,SPRING,2011.0,112.0,147.0,24.0,69.0,70.0,24545,365
109616,Blade of the Immortal (ONA),ONA,FINISHED,FALL,2019.0,194.0,24.0,24.0,70.0,70.0,24511,394
20802,Digimon Adventure tri. Chapter 1: Reunion,MOVIE,FINISHED,FALL,2015.0,154.0,1.0,96.0,71.0,71.0,24502,182
20542,Kamigami no Asobi,TV,FINISHED,SPRING,2014.0,142.0,12.0,23.0,65.0,65.0,24486,262
97665,Rewrite: Moon and Terra,TV,FINISHED,WINTER,2017.0,171.0,11.0,24.0,68.0,68.0,24452,307
106862,"Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note - A Grave Keeper, a Cat, and a Mage",SPECIAL,FINISHED,FALL,2018.0,184.0,1.0,25.0,70.0,70.0,24428,107
97637,,OVA,FINISHED,SPRING,2017.0,172.0,1.0,23.0,72.0,72.0,24423,115
3927,Mobile Suit Gundam 00 Second Season,TV,FINISHED,FALL,2008.0,84.0,25.0,24.0,77.0,77.0,24423,435
17389,Kingdom Season 2,TV,FINISHED,SUMMER,2013.0,133.0,39.0,25.0,80.0,80.0,24406,386
98497,Free! -Take Your Marks-,MOVIE,FINISHED,FALL,2017.0,174.0,4.0,27.0,76.0,76.0,24384,247
21832,Trickster,TV,FINISHED,FALL,2016.0,164.0,24.0,23.0,57.0,57.0,24363,137
895,Dragon Ball Z: The World's Strongest,MOVIE,FINISHED,SPRING,1990.0,902.0,1.0,60.0,61.0,61.0,24356,119
10681,BLOOD-C: The Last Dark,MOVIE,FINISHED,SPRING,2012.0,122.0,1.0,110.0,68.0,68.0,24347,277
150653,Junji Ito Maniac: Japanese Tales of the Macabre,ONA,FINISHED,WINTER,2023.0,231.0,12.0,24.0,66.0,66.0,24319,452
6377,,TV,FINISHED,SUMMER,2009.0,93.0,13.0,23.0,77.0,77.0,24311,216
103638,Case File nº221: Kabukicho,TV,FINISHED,FALL,2019.0,194.0,24.0,24.0,64.0,64.0,24296,323
16916,Kuroko's Basketball: Tip Off,SPECIAL,FINISHED,WINTER,2013.0,131.0,1.0,25.0,75.0,75.0,24282,125
150957,Otaku Elf,TV,FINISHED,SPRING,2023.0,232.0,12.0,25.0,70.0,71.0,24273,431
13939,,OVA,FINISHED,FALL,2012.0,124.0,2.0,26.0,67.0,67.0,24268,101
1470,,TV,FINISHED,SPRING,1987.0,872.0,51.0,25.0,76.0,77.0,24258,540
166828,A Salad Bowl of Eccentrics,TV,FINISHED,SPRING,2024.0,242.0,12.0,24.0,71.0,72.0,24247,410
109019,Diary of Our Days at the Breakwater,TV,FINISHED,SPRING,2020.0,202.0,12.0,24.0,72.0,72.0,24244,326
170166,Link Click: Bridon Arc,ONA,FINISHED,,,,6.0,23.0,82.0,83.0,24237,772
1562,The Wallflower,TV,FINISHED,FALL,2006.0,64.0,25.0,24.0,72.0,73.0,24228,526
195153,Dusk Beyond the End of the World,TV,RELEASING,FALL,2025.0,254.0,13.0,24.0,64.0,65.0,24216,332
460,One Piece: Clockwork Island Adventure,MOVIE,FINISHED,SPRING,2001.0,12.0,1.0,55.0,67.0,67.0,24174,151
106503,EX-ARM,TV,FINISHED,WINTER,2021.0,211.0,12.0,24.0,21.0,21.0,24170,147
241,Girls Bravo,TV,FINISHED,SUMMER,2004.0,43.0,11.0,23.0,58.0,58.0,24154,146
21662,The Silver Guardian,TV_SHORT,FINISHED,SPRING,2017.0,172.0,12.0,14.0,57.0,57.0,24124,142
169969,Hero Without a Class: Who Even Needs Skills?!,ONA,RELEASING,FALL,2025.0,254.0,12.0,24.0,60.0,61.0,24097,430
20740,Yamada and the Seven Witches (OVA),OVA,FINISHED,WINTER,2015.0,151.0,2.0,30.0,71.0,71.0,24086,134
113652,HYPNOSISMIC -Division Rap Battle- Rhyme Anima,TV,FINISHED,FALL,2020.0,204.0,13.0,24.0,64.0,64.0,24048,442
15199,Code Geass: Akito the Exiled - The Brightness Falls,MOVIE,FINISHED,SPRING,2015.0,152.0,1.0,59.0,69.0,69.0,24037,122
105749,Ace of the Diamond act II,TV,FINISHED,SPRING,2019.0,192.0,52.0,24.0,82.0,82.0,24034,790
139369,Management of a Novice Alchemist,TV,FINISHED,FALL,2022.0,224.0,12.0,24.0,65.0,65.0,24031,313
87495,IDOLiSH7,TV,FINISHED,WINTER,2018.0,181.0,17.0,24.0,75.0,75.0,24021,839
10418,Deadman Wonderland: The Red Knife Wielder,OVA,FINISHED,FALL,2011.0,114.0,1.0,27.0,65.0,65.0,24015,82
1002,Gunbuster 2: Diebuster,OVA,FINISHED,FALL,2004.0,44.0,6.0,30.0,74.0,74.0,24010,582
167486,My Happy Marriage: The Shape of My Happiness,OVA,FINISHED,WINTER,2024.0,241.0,1.0,24.0,76.0,76.0,24006,312
11837,Zetman,TV,FINISHED,SPRING,2012.0,122.0,13.0,24.0,64.0,64.0,24001,204
5671,Saki,TV,FINISHED,SPRING,2009.0,92.0,25.0,24.0,72.0,72.0,23997,326
157371,"Bye Bye, Earth",TV,FINISHED,SUMMER,2024.0,243.0,10.0,24.0,59.0,59.0,23983,270
167144,Love Is Indivisible by Twins,TV,FINISHED,SUMMER,2024.0,243.0,12.0,24.0,61.0,61.0,23976,354
3655,,TV,FINISHED,SPRING,2008.0,82.0,26.0,24.0,68.0,68.0,23975,223
20736,Persona 3 the Movie: #2 Midsummer Knight's Dream,MOVIE,FINISHED,SPRING,2014.0,142.0,1.0,98.0,74.0,74.0,23971,282
21818,,ONA,FINISHED,,,,15.0,15.0,64.0,64.0,23968,326
141785,Malevolent Spirits: Mononogatari,TV,FINISHED,WINTER,2023.0,231.0,12.0,24.0,69.0,70.0,23951,402
159039,The Many Sides of Voice Actor Radio,TV,FINISHED,SPRING,2024.0,242.0,12.0,24.0,72.0,72.0,23927,747
21852,To Love Ru Darkness 2 Specials,SPECIAL,FINISHED,FALL,2015.0,154.0,2.0,24.0,72.0,72.0,23921,227
166477,The Café Terrace and Its Goddesses Season 2,TV,FINISHED,SUMMER,2024.0,243.0,12.0,23.0,73.0,73.0,23905,538
149028,Yuri Is My Job!,TV,FINISHED,SPRING,2023.0,232.0,12.0,24.0,64.0,64.0,23902,315
3974,Birdy the Mighty: Decode,TV,FINISHED,SUMMER,2008.0,83.0,13.0,24.0,72.0,72.0,23886,798
101812,Code Geass: Lelouch of the Rebellion II - Transgression,MOVIE,FINISHED,WINTER,2018.0,181.0,1.0,133.0,73.0,74.0,23862,179
665,JoJo's Bizarre Adventure (2000),OVA,FINISHED,SPRING,2000.0,2.0,7.0,30.0,69.0,69.0,23862,279
21452,KADO: The Right Answer,TV,FINISHED,SPRING,2017.0,172.0,13.0,24.0,64.0,64.0,23860,131
99470,,MOVIE,FINISHED,WINTER,2019.0,191.0,2.0,45.0,67.0,67.0,23838,173
122137,<DOGEZA>I Tried Asking While Kowtowing.,TV_SHORT,FINISHED,FALL,2020.0,204.0,12.0,4.0,51.0,51.0,23835,215
21349,All Out!!,TV,FINISHED,FALL,2016.0,164.0,25.0,24.0,66.0,66.0,23806,202
21241,Ushio and Tora 2 (TV),TV,FINISHED,SPRING,2016.0,162.0,13.0,24.0,77.0,77.0,23781,304
8934,Star Driver,TV,FINISHED,FALL,2010.0,104.0,25.0,25.0,69.0,69.0,23772,277
20693,THE IDOLM@STER CINDERELLA GIRLS,TV,FINISHED,WINTER,2015.0,151.0,13.0,24.0,70.0,70.0,23762,282
1589,Bartender,TV,FINISHED,FALL,2006.0,64.0,11.0,23.0,70.0,70.0,23761,231
113814,Idoly Pride,TV,FINISHED,WINTER,2021.0,211.0,12.0,24.0,71.0,71.0,23720,399
159559,16bit Sensation: Another Layer,TV,FINISHED,FALL,2023.0,234.0,13.0,24.0,68.0,68.0,23680,377
102352,,ONA,FINISHED,SUMMER,2018.0,183.0,56.0,10.0,52.0,53.0,23676,340
127595,Scissor Seven Season 3,ONA,FINISHED,,,,10.0,15.0,83.0,83.0,23674,780
4581,Corpse Princess: Aka,TV,FINISHED,FALL,2008.0,84.0,13.0,24.0,67.0,67.0,23661,118
21482,Luck & Logic,TV,FINISHED,WINTER,2016.0,161.0,12.0,24.0,56.0,56.0,23635,102
21279,High School DxD BorN: Maximum Titillation OVA,SPECIAL,FINISHED,SUMMER,2015.0,153.0,6.0,3.0,69.0,69.0,23623,235
21451,Full Metal Panic! Invisible Victory,TV,FINISHED,SPRING,2018.0,182.0,12.0,24.0,73.0,73.0,23616,255
21218,Utawarerumono The False Faces,TV,FINISHED,FALL,2015.0,154.0,25.0,23.0,70.0,71.0,23598,227
180052,The Red Ranger Becomes an Adventurer in Another World,TV,FINISHED,WINTER,2025.0,251.0,12.0,24.0,66.0,66.0,23581,435
10073,The Qwaser of Stigmata II,TV,FINISHED,SPRING,2011.0,112.0,12.0,24.0,57.0,57.0,23560,142
18393,,OVA,FINISHED,SUMMER,2013.0,133.0,1.0,25.0,67.0,67.0,23543,153
50,Oh! My Goddess (TV),TV,FINISHED,WINTER,2005.0,51.0,24.0,24.0,70.0,70.0,23531,282
21120,Haikyu!! the Movie: The End and the Beginning,MOVIE,FINISHED,SUMMER,2015.0,153.0,1.0,89.0,78.0,78.0,23520,208
7627,,TV,FINISHED,SUMMER,2010.0,103.0,13.0,24.0,71.0,71.0,23508,246
159074,After-school Hanako-kun,TV_SHORT,FINISHED,FALL,2023.0,234.0,4.0,10.0,71.0,71.0,23494,339
1239,Sailor Moon SuperS,TV,FINISHED,SPRING,1995.0,952.0,39.0,24.0,73.0,73.0,23451,389
137819,The Tatami Time Machine Blues,ONA,FINISHED,SUMMER,2022.0,223.0,6.0,18.0,81.0,82.0,23448,430
21376,"Sound! Euphonium: Ready, Set, Monaka",OVA,FINISHED,FALL,2015.0,154.0,1.0,24.0,74.0,74.0,23441,106
147,Rumbling Hearts,TV,FINISHED,FALL,2003.0,34.0,14.0,23.0,66.0,66.0,23428,218
98747,Katana Maidens ~ Toji No Miko,TV,FINISHED,WINTER,2018.0,181.0,24.0,24.0,69.0,69.0,23426,829
1453,Maison Ikkoku,TV,FINISHED,SPRING,1986.0,862.0,96.0,25.0,78.0,78.0,23415,885
2961,Digimon Adventure (Movie),MOVIE,FINISHED,SPRING,1999.0,992.0,1.0,21.0,74.0,74.0,23398,480
6030,Needless,TV,FINISHED,SUMMER,2009.0,93.0,24.0,24.0,68.0,68.0,23382,160
99394,Interviews with Monster Girls: The Demi-chans' Summer Break,ONA,FINISHED,SPRING,2017.0,172.0,1.0,24.0,73.0,73.0,23349,125
167820,GOOD NIGHT WORLD,ONA,FINISHED,FALL,2023.0,234.0,12.0,24.0,70.0,70.0,23309,348
116226,Over the Sky,MOVIE,FINISHED,FALL,2020.0,204.0,1.0,95.0,57.0,57.0,23298,220
100715,Magical Girl Ore,TV,FINISHED,SPRING,2018.0,182.0,12.0,23.0,62.0,62.0,23287,162
20713,Persona4 the Golden ANIMATION,TV,FINISHED,SUMMER,2014.0,143.0,12.0,23.0,63.0,63.0,23284,175
100432,Ulysses: Jeanne d'Arc and the Alchemist Knight,TV,FINISHED,FALL,2018.0,184.0,12.0,24.0,49.0,49.0,23280,154
138788,UNDER NINJA,TV,FINISHED,FALL,2023.0,234.0,12.0,24.0,66.0,66.0,23278,360
21795,,TV_SHORT,FINISHED,SPRING,2016.0,162.0,10.0,2.0,71.0,71.0,23266,264
140643,Tokyo 24th Ward,TV,FINISHED,WINTER,2022.0,221.0,12.0,24.0,60.0,61.0,23255,190
198188,Tatsuki Fujimoto 17-26,MOVIE,FINISHED,FALL,2025.0,254.0,8.0,18.0,80.0,81.0,23249,440
372,Cardcaptor Sakura the Movie 2: The Sealed Card,MOVIE,FINISHED,SUMMER,2000.0,3.0,1.0,79.0,80.0,80.0,23247,437
113924,"Why the hell are you here, Teacher!?: Thirteenth Period",SPECIAL,FINISHED,FALL,2019.0,194.0,1.0,12.0,66.0,66.0,23246,315
185874,BLEACH: Thousand-Year Blood War - The Calamity,TV,NOT_YET_RELEASED,,,,,,,,23228,420
155419,Stardust Telepath,TV,FINISHED,FALL,2023.0,234.0,12.0,24.0,70.0,70.0,23218,423
846,School Rumble 2nd Term,TV,FINISHED,SPRING,2006.0,62.0,26.0,24.0,77.0,77.0,23213,256
177120,A Ninja and an Assassin Under One Roof,TV,FINISHED,SPRING,2025.0,252.0,12.0,24.0,76.0,76.0,23205,575
158166,The Colors Within,MOVIE,FINISHED,SUMMER,2024.0,243.0,1.0,100.0,78.0,79.0,23199,387
9750,A Dark Rabbit has Seven Lives,TV,FINISHED,SUMMER,2011.0,113.0,12.0,25.0,60.0,60.0,23192,130
21055,Chaos Dragon,TV,FINISHED,SUMMER,2015.0,153.0,12.0,24.0,49.0,49.0,23156,121
104175,The Seven Deadly Sins: Revival of the Commandments OVA,OVA,FINISHED,FALL,2018.0,184.0,1.0,24.0,68.0,68.0,23104,139
114108,THE LAST SUMMONER,ONA,FINISHED,,,,12.0,23.0,63.0,64.0,23095,410
20582,"Love, Chunibyo & Other Delusions - Heart Throb - Lite",ONA,FINISHED,WINTER,2014.0,141.0,6.0,4.0,69.0,69.0,23055,132
6895,Hakuoki ~Demon of the Fleeting Blossom~,TV,FINISHED,SPRING,2010.0,102.0,12.0,23.0,68.0,68.0,23035,279
107203,Free! the Final Stroke: The First Volume,MOVIE,FINISHED,SUMMER,2021.0,213.0,1.0,86.0,77.0,77.0,23020,215
462,One Piece The Movie: The Dead End Adventure,MOVIE,FINISHED,SPRING,2003.0,32.0,1.0,95.0,72.0,72.0,23003,185
179706,Lycoris Recoil -Friends are thieves of time.-,ONA,FINISHED,SPRING,2025.0,252.0,6.0,4.0,78.0,78.0,23002,403
18661,,OVA,FINISHED,SUMMER,2013.0,133.0,2.0,14.0,78.0,78.0,23001,242
98519,A Centaur's Life,TV,FINISHED,SUMMER,2017.0,173.0,12.0,24.0,61.0,61.0,22995,161
710,,TV_SHORT,FINISHED,WINTER,2006.0,61.0,9.0,13.0,69.0,69.0,22961,141
182300,,TV,NOT_YET_RELEASED,SPRING,2026.0,262.0,,,,,22953,276
111729,Arifureta: From Commonplace to World's Strongest Specials,SPECIAL,FINISHED,FALL,2019.0,194.0,2.0,9.0,65.0,65.0,22940,287
99939,,OVA,FINISHED,FALL,2017.0,174.0,1.0,58.0,65.0,65.0,22920,201
21384,Wagnaria!!3: Lord of the Takanashi,SPECIAL,FINISHED,FALL,2015.0,154.0,1.0,50.0,80.0,80.0,22916,176
10378,Squid Girl 2,TV,FINISHED,FALL,2011.0,114.0,12.0,24.0,73.0,73.0,22913,171
21192,Bikini Warriors,TV_SHORT,FINISHED,SUMMER,2015.0,153.0,12.0,5.0,46.0,46.0,22893,174
147369,,TV,FINISHED,SPRING,2023.0,232.0,24.0,24.0,70.0,70.0,22887,493
1251,Nadia: The Secret of Blue Water,TV,FINISHED,SPRING,1990.0,902.0,39.0,25.0,73.0,73.0,22886,367
109856,Listeners,TV,FINISHED,SPRING,2020.0,202.0,12.0,24.0,49.0,49.0,22872,220
962,ARIA The NATURAL,TV,FINISHED,SPRING,2006.0,62.0,26.0,24.0,81.0,82.0,22869,409
20744,Gourmet Girl Graffiti,TV,FINISHED,WINTER,2015.0,151.0,12.0,24.0,66.0,66.0,22861,146
20680,Macross Delta,TV,FINISHED,SPRING,2016.0,162.0,26.0,24.0,70.0,70.0,22855,399
15879,"Love, Chunibyo & Other Delusions: Depth of Field - Ai to Nikushimi Gekijou",SPECIAL,FINISHED,WINTER,2013.0,131.0,7.0,3.0,65.0,65.0,22851,108
14293,Psychic School Wars,MOVIE,FINISHED,FALL,2012.0,124.0,1.0,106.0,65.0,65.0,22835,131
98878,My First Girlfriend is a Gal OVA,OVA,FINISHED,FALL,2017.0,174.0,1.0,24.0,62.0,62.0,22808,220
167404,MONSTERS: 103 Mercies Dragon Damnation,ONA,FINISHED,WINTER,2024.0,241.0,1.0,25.0,76.0,77.0,22792,364
4814,Junjo Romantica 2,TV,FINISHED,FALL,2008.0,84.0,12.0,24.0,69.0,70.0,22761,239
165253,BOCCHI THE ROCK! Recap Part 1,MOVIE,FINISHED,SPRING,2024.0,242.0,1.0,92.0,83.0,84.0,22728,284
21871,ViVid Strike!,TV,FINISHED,FALL,2016.0,164.0,12.0,24.0,67.0,67.0,22726,211
14175,Hanasaku Iroha the Movie ~ HOME SWEET HOME ~,MOVIE,FINISHED,SPRING,2013.0,132.0,1.0,67.0,77.0,77.0,22726,130
98873,Overlord: The Undead King,MOVIE,FINISHED,WINTER,2017.0,171.0,1.0,105.0,74.0,74.0,22708,238
100465,Attack on Titan: The Roar of Awakening,MOVIE,FINISHED,WINTER,2018.0,181.0,1.0,120.0,77.0,77.0,22696,210
6336,Mobile Suit Gundam UC,OVA,FINISHED,WINTER,2010.0,101.0,7.0,59.0,78.0,78.0,22682,762
584,Noein: To Your Other Self,TV,FINISHED,FALL,2005.0,54.0,24.0,25.0,71.0,71.0,22655,238
