id,title_english,format,status,season,seasonYear,seasonInt,episodes,duration,averageScore,meanScore,popularity,favourites
16498,Attack on Titan,TV,FINISHED,SPRING,2013.0,132.0,25.0,24.0,85.0,85.0,923138,55764
101922,Demon Slayer: Kimetsu no Yaiba,TV,FINISHED,SPRING,2019.0,192.0,26.0,24.0,82.0,82.0,876899,42063
1535,Death Note,TV,FINISHED,FALL,2006.0,64.0,37.0,23.0,84.0,84.0,840513,44157
113415,JUJUTSU KAISEN,TV,FINISHED,FALL,2020.0,204.0,24.0,24.0,84.0,84.0,831521,49300
21459,My Hero Academia,TV,FINISHED,SPRING,2016.0,162.0,13.0,24.0,76.0,76.0,777648,20698
11061,Hunter x Hunter (2011),TV,FINISHED,FALL,2011.0,114.0,148.0,24.0,89.0,89.0,742982,69814
21087,One-Punch Man,TV,FINISHED,FALL,2015.0,154.0,12.0,24.0,83.0,83.0,689728,24866
20605,Tokyo Ghoul,TV,FINISHED,SUMMER,2014.0,143.0,12.0,24.0,76.0,76.0,658108,18099
20958,Attack on Titan Season 2,TV,FINISHED,SPRING,2017.0,172.0,12.0,25.0,84.0,84.0,651011,14354
21,ONE PIECE,TV,RELEASING,FALL,1999.0,994.0,,24.0,88.0,88.0,643138,89649
5114,Fullmetal Alchemist: Brotherhood,TV,FINISHED,SPRING,2009.0,92.0,64.0,25.0,90.0,90.0,641435,52668
11757,Sword Art Online,TV,FINISHED,SUMMER,2012.0,123.0,25.0,23.0,69.0,69.0,639980,18264
20,Naruto,TV,FINISHED,FALL,2002.0,24.0,220.0,23.0,80.0,80.0,638917,28741
21519,Your Name.,MOVIE,FINISHED,SUMMER,2016.0,163.0,1.0,107.0,85.0,85.0,629023,34356
20954,A Silent Voice,MOVIE,FINISHED,SUMMER,2016.0,163.0,1.0,130.0,88.0,88.0,620257,44637
99147,Attack on Titan Season 3,TV,FINISHED,SUMMER,2018.0,183.0,12.0,24.0,85.0,85.0,607845,14333
21856,My Hero Academia Season 2,TV,FINISHED,SPRING,2017.0,172.0,25.0,24.0,79.0,79.0,591006,8586
101759,The Promised Neverland,TV,FINISHED,WINTER,2019.0,191.0,12.0,23.0,83.0,83.0,574760,17690
110277,Attack on Titan Final Season,TV,FINISHED,WINTER,2021.0,211.0,16.0,24.0,86.0,86.0,567298,19527
20755,Assassination Classroom,TV,FINISHED,WINTER,2015.0,151.0,22.0,23.0,79.0,79.0,561605,16234
21507,Mob Psycho 100,TV,FINISHED,SUMMER,2016.0,163.0,12.0,24.0,84.0,84.0,552377,28058
20665,Your lie in April,TV,FINISHED,FALL,2014.0,144.0,22.0,23.0,84.0,84.0,542371,26802
21234,ERASED,TV,FINISHED,WINTER,2016.0,161.0,12.0,23.0,81.0,81.0,541840,19869
100166,My Hero Academia Season 3,TV,FINISHED,SPRING,2018.0,182.0,25.0,24.0,79.0,79.0,541002,8169
1735,Naruto: Shippuden,TV,FINISHED,WINTER,2007.0,71.0,500.0,23.0,82.0,82.0,540345,33168
104578,Attack on Titan Season 3 Part 2,TV,FINISHED,SPRING,2019.0,192.0,10.0,24.0,89.0,89.0,540259,23169
21355,Re:ZERO -Starting Life in Another World-,TV,FINISHED,SPRING,2016.0,162.0,25.0,25.0,81.0,81.0,535068,27069
9253,Steins;Gate,TV,FINISHED,SPRING,2011.0,112.0,24.0,24.0,89.0,89.0,527039,44146
20464,HAIKYU!!,TV,FINISHED,SPRING,2014.0,142.0,25.0,24.0,83.0,83.0,524752,27953
127230,Chainsaw Man,TV,FINISHED,FALL,2022.0,224.0,12.0,25.0,83.0,84.0,516021,27767
101291,Rascal Does Not Dream of Bunny Girl Senpai,TV,FINISHED,FALL,2018.0,184.0,13.0,25.0,81.0,81.0,507026,24973
97940,Black Clover,TV,FINISHED,FALL,2017.0,174.0,170.0,24.0,79.0,79.0,503691,23686
20447,Noragami,TV,FINISHED,WINTER,2014.0,141.0,12.0,24.0,77.0,77.0,491897,13411
101921,Kaguya-sama: Love is War,TV,FINISHED,WINTER,2019.0,191.0,12.0,24.0,83.0,83.0,491791,23669
19815,"No Game, No Life",TV,FINISHED,SPRING,2014.0,142.0,12.0,24.0,77.0,77.0,491704,15489
105333,Dr. STONE,TV,FINISHED,SUMMER,2019.0,193.0,24.0,24.0,81.0,81.0,487687,19412
140960,SPY x FAMILY,TV,FINISHED,SPRING,2022.0,222.0,12.0,24.0,83.0,83.0,486788,22224
4224,Toradora!,TV,FINISHED,FALL,2008.0,84.0,25.0,24.0,77.0,77.0,485271,16299
21827,Violet Evergarden,TV,FINISHED,WINTER,2018.0,181.0,13.0,24.0,85.0,85.0,485112,30239
20613,Akame ga Kill!,TV,FINISHED,SUMMER,2014.0,143.0,24.0,24.0,72.0,72.0,480153,11627
104276,My Hero Academia Season 4,TV,FINISHED,FALL,2019.0,194.0,25.0,24.0,78.0,78.0,476933,7714
20789,The Seven Deadly Sins,TV,FINISHED,FALL,2014.0,144.0,24.0,25.0,73.0,73.0,476504,8010
101348,Vinland Saga,TV,FINISHED,SUMMER,2019.0,193.0,24.0,24.0,87.0,87.0,460952,29664
21202,KONOSUBA -God's blessing on this wonderful world!,TV,FINISHED,WINTER,2016.0,161.0,10.0,23.0,79.0,79.0,458302,18988
124080,Horimiya,TV,FINISHED,WINTER,2021.0,211.0,13.0,24.0,81.0,81.0,455556,24649
20623,Parasyte -the maxim-,TV,FINISHED,FALL,2014.0,144.0,24.0,24.0,81.0,81.0,449764,14609
112151,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,MOVIE,FINISHED,FALL,2020.0,204.0,1.0,117.0,84.0,84.0,449555,11009
99423,DARLING in the FRANXX,TV,FINISHED,WINTER,2018.0,181.0,24.0,24.0,68.0,68.0,442473,13700
269,Bleach,TV,FINISHED,FALL,2004.0,44.0,366.0,24.0,79.0,79.0,434836,23696
1575,Code Geass: Lelouch of the Rebellion,TV,FINISHED,FALL,2006.0,64.0,25.0,24.0,85.0,85.0,433051,25161
30,Neon Genesis Evangelion,TV,FINISHED,FALL,1995.0,954.0,26.0,24.0,83.0,83.0,430561,32592
199,Spirited Away,MOVIE,FINISHED,SUMMER,2001.0,13.0,1.0,125.0,86.0,86.0,427922,17087
20931,Death Parade,TV,FINISHED,WINTER,2015.0,151.0,12.0,23.0,80.0,80.0,424720,12084
9919,Blue Exorcist,TV,FINISHED,SPRING,2011.0,112.0,25.0,24.0,72.0,72.0,421613,6303
14719,JoJo's Bizarre Adventure (TV),TV,FINISHED,FALL,2012.0,124.0,26.0,24.0,77.0,77.0,420755,13719
105310,Fire Force,TV,FINISHED,SUMMER,2019.0,193.0,24.0,24.0,76.0,76.0,419789,10287
97668,One-Punch Man Season 2,TV,FINISHED,SPRING,2019.0,192.0,12.0,24.0,74.0,74.0,418772,6419
1,Cowboy Bebop,TV,FINISHED,SPRING,1998.0,982.0,26.0,24.0,86.0,86.0,416834,25513
142329,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,FINISHED,WINTER,2022.0,221.0,11.0,24.0,86.0,86.0,413582,14311
98314,Kakegurui,TV,FINISHED,SUMMER,2017.0,173.0,12.0,25.0,70.0,70.0,413408,6542
20594,Sword Art Online II,TV,FINISHED,SUMMER,2014.0,143.0,24.0,24.0,65.0,65.0,408223,4961
99263,The Rising of the Shield Hero,TV,FINISHED,WINTER,2019.0,191.0,25.0,24.0,76.0,76.0,406016,13634
6547,Angel Beats!,TV,FINISHED,SPRING,2010.0,102.0,13.0,24.0,77.0,77.0,403354,11451
101338,Mob Psycho 100 II,TV,FINISHED,WINTER,2019.0,191.0,13.0,24.0,87.0,87.0,402382,20081
120120,Tokyo Revengers,TV,FINISHED,SPRING,2021.0,212.0,24.0,24.0,76.0,77.0,399333,12477
101280,That Time I Got Reincarnated as a Slime,TV,FINISHED,FALL,2018.0,184.0,24.0,24.0,80.0,80.0,393601,18077
10620,The Future Diary,TV,FINISHED,FALL,2011.0,114.0,26.0,23.0,68.0,68.0,390662,7181
112641,Kaguya-sama: Love is War?,TV,FINISHED,SPRING,2020.0,202.0,12.0,25.0,86.0,86.0,389576,14351
145064,JUJUTSU KAISEN Season 2,TV,FINISHED,SUMMER,2023.0,233.0,23.0,24.0,87.0,87.0,388896,18404
20997,,TV,FINISHED,SUMMER,2015.0,153.0,13.0,24.0,75.0,75.0,383338,11717
108465,Mushoku Tensei: Jobless Reincarnation,TV,FINISHED,WINTER,2021.0,211.0,11.0,24.0,82.0,82.0,381117,20929
98659,Classroom of the Elite,TV,FINISHED,SUMMER,2017.0,173.0,12.0,24.0,76.0,76.0,380208,12717
21311,Bungo Stray Dogs,TV,FINISHED,SPRING,2016.0,162.0,12.0,24.0,77.0,77.0,378031,13305
18679,Kill la Kill,TV,FINISHED,FALL,2013.0,134.0,24.0,24.0,79.0,79.0,376966,13736
131681,Attack on Titan Final Season Part 2,TV,FINISHED,WINTER,2022.0,221.0,12.0,24.0,86.0,86.0,375264,12140
20923,Food Wars!,TV,FINISHED,SPRING,2015.0,152.0,24.0,25.0,78.0,78.0,367844,9236
20850,Tokyo Ghoul √A,TV,FINISHED,WINTER,2015.0,151.0,12.0,24.0,66.0,66.0,366408,4657
117193,My Hero Academia Season 5,TV,FINISHED,SPRING,2021.0,212.0,25.0,24.0,73.0,73.0,364626,5101
9989,Anohana: The Flower We Saw That Day,TV,FINISHED,SPRING,2011.0,112.0,11.0,22.0,80.0,80.0,363186,9426
20992,HAIKYU!! 2nd Season,TV,FINISHED,FALL,2015.0,154.0,25.0,24.0,85.0,85.0,363169,9930
97986,Made in Abyss,TV,FINISHED,SUMMER,2017.0,173.0,13.0,25.0,85.0,85.0,360594,18764
15809,The Devil is a Part-Timer!,TV,FINISHED,SPRING,2013.0,132.0,13.0,24.0,75.0,75.0,360579,5753
131573,JUJUTSU KAISEN 0,MOVIE,FINISHED,FALL,2021.0,214.0,1.0,105.0,83.0,83.0,357318,9685
154587,Frieren: Beyond Journey’s End,TV,FINISHED,FALL,2023.0,234.0,28.0,24.0,91.0,91.0,355539,42789
20832,Overlord,TV,FINISHED,SUMMER,2015.0,153.0,13.0,24.0,76.0,77.0,354777,11779
20920,Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV,FINISHED,SPRING,2015.0,152.0,13.0,24.0,73.0,73.0,353327,7496
151807,Solo Leveling,TV,FINISHED,WINTER,2024.0,241.0,12.0,24.0,82.0,82.0,350148,17104
11111,Another,TV,FINISHED,WINTER,2012.0,121.0,12.0,24.0,70.0,70.0,348073,6123
132405,My Dress-Up Darling,TV,FINISHED,WINTER,2022.0,221.0,12.0,24.0,80.0,80.0,346401,15711
3588,Soul Eater,TV,FINISHED,SPRING,2008.0,82.0,51.0,24.0,77.0,77.0,339817,11108
6702,Fairy Tail,TV,FINISHED,FALL,2009.0,94.0,175.0,24.0,71.0,71.0,339378,11144
21699,KONOSUBA -God's blessing on this wonderful world! 2,TV,FINISHED,WINTER,2017.0,171.0,10.0,23.0,81.0,81.0,336437,7963
14813,My Teen Romantic Comedy SNAFU,TV,FINISHED,SPRING,2013.0,132.0,13.0,24.0,78.0,78.0,333869,10870
101347,Dororo,TV,FINISHED,WINTER,2019.0,191.0,24.0,24.0,81.0,81.0,332604,12985
21170,Assassination Classroom Second Season,TV,FINISHED,WINTER,2016.0,161.0,25.0,23.0,83.0,83.0,331926,9614
2001,Gurren Lagann,TV,FINISHED,SPRING,2007.0,72.0,27.0,24.0,85.0,85.0,331781,22676
21698,HAIKYU!! 3rd Season,TV,FINISHED,FALL,2016.0,164.0,10.0,25.0,87.0,87.0,330116,10646
108632,Re:ZERO -Starting Life in Another World- Season 2,TV,FINISHED,SUMMER,2020.0,203.0,13.0,26.0,83.0,83.0,324540,9687
13601,PSYCHO-PASS,TV,FINISHED,FALL,2012.0,124.0,22.0,23.0,81.0,81.0,323720,11460
2904,Code Geass: Lelouch of the Rebellion R2,TV,FINISHED,SPRING,2008.0,82.0,25.0,24.0,87.0,87.0,322036,17368
99750,I Want to Eat Your Pancreas,MOVIE,FINISHED,SUMMER,2018.0,183.0,1.0,108.0,84.0,84.0,320491,15538
431,Howl‘s Moving Castle,MOVIE,FINISHED,FALL,2004.0,44.0,1.0,119.0,85.0,85.0,320033,17284
12189,Hyouka,TV,FINISHED,SPRING,2012.0,122.0,22.0,26.0,79.0,79.0,317461,11317
10087,Fate/Zero,TV,FINISHED,FALL,2011.0,114.0,13.0,24.0,81.0,81.0,315480,10181
98460,Devilman Crybaby,ONA,FINISHED,WINTER,2018.0,181.0,10.0,25.0,76.0,76.0,315309,12435
106286,Weathering With You,MOVIE,FINISHED,SUMMER,2019.0,193.0,1.0,115.0,81.0,81.0,313177,10615
14741,"Love, Chunibyo & Other Delusions",TV,FINISHED,FALL,2012.0,124.0,12.0,24.0,75.0,75.0,313114,8159
21804,The Disastrous Life of Saiki K.,TV_SHORT,FINISHED,SUMMER,2016.0,163.0,120.0,5.0,83.0,83.0,312660,16128
145139,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,TV,FINISHED,SPRING,2023.0,232.0,11.0,24.0,81.0,81.0,309448,8547
5081,Bakemonogatari,TV,FINISHED,SUMMER,2009.0,93.0,15.0,24.0,82.0,82.0,308859,15429
129874,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,TV,FINISHED,FALL,2021.0,214.0,7.0,23.0,82.0,82.0,308823,5728
20474,JoJo's Bizarre Adventure: Stardust Crusaders,TV,FINISHED,SPRING,2014.0,142.0,24.0,24.0,79.0,79.0,304322,10296
115230,Tower of God,TV,FINISHED,SPRING,2020.0,202.0,13.0,25.0,74.0,74.0,301096,6409
21776,Miss Kobayashi's Dragon Maid,TV,FINISHED,WINTER,2017.0,171.0,13.0,24.0,77.0,77.0,300993,8959
120377,Cyberpunk: Edgerunners,ONA,FINISHED,SUMMER,2022.0,223.0,10.0,24.0,85.0,85.0,300701,22353
108725,The Promised Neverland Season 2,TV,FINISHED,WINTER,2021.0,211.0,11.0,23.0,51.0,51.0,297728,2209
113936,Dr. STONE: STONE WARS,TV,FINISHED,WINTER,2021.0,211.0,11.0,24.0,81.0,81.0,296703,6043
171018,DAN DA DAN,TV,FINISHED,FALL,2024.0,244.0,12.0,24.0,84.0,84.0,296153,15989
99578,Wotakoi: Love is Hard for Otaku,TV,FINISHED,SPRING,2018.0,182.0,11.0,23.0,78.0,78.0,292537,9631
20829,Seraph of the End: Vampire Reign,TV,FINISHED,SPRING,2015.0,152.0,12.0,24.0,73.0,73.0,292354,6356
19,Monster,TV,FINISHED,SPRING,2004.0,42.0,74.0,24.0,88.0,88.0,290310,19215
9756,Puella Magi Madoka Magica,TV,FINISHED,WINTER,2011.0,111.0,12.0,24.0,83.0,83.0,290149,18357
21128,Noragami Aragoto,TV,FINISHED,FALL,2015.0,154.0,13.0,24.0,80.0,80.0,287455,5612
142838,SPY x FAMILY Cour 2,TV,FINISHED,FALL,2022.0,224.0,13.0,24.0,81.0,81.0,285668,6104
100388,BANANA FISH,TV,FINISHED,SUMMER,2018.0,183.0,24.0,23.0,82.0,82.0,281832,13041
114535,To Your Eternity,TV,FINISHED,SPRING,2021.0,212.0,20.0,25.0,81.0,81.0,279437,8749
128893,Hell’s Paradise,TV,FINISHED,SPRING,2023.0,232.0,13.0,24.0,80.0,80.0,279345,8991
133965,Komi Can’t Communicate,TV,FINISHED,FALL,2021.0,214.0,12.0,24.0,77.0,77.0,279015,7606
113813,Rent-a-Girlfriend,TV,FINISHED,SUMMER,2020.0,203.0,12.0,24.0,65.0,66.0,278163,5055
21450,JoJo's Bizarre Adventure: Diamond is Unbreakable,TV,FINISHED,SPRING,2016.0,162.0,39.0,24.0,84.0,84.0,278050,18178
105334,Fruits Basket (2019),TV,FINISHED,SPRING,2019.0,192.0,25.0,24.0,82.0,82.0,277359,11805
11617,High School DxD,TV,FINISHED,WINTER,2012.0,121.0,12.0,24.0,69.0,69.0,276610,6488
100240,Tokyo Ghoul:re,TV,FINISHED,SPRING,2018.0,182.0,12.0,24.0,61.0,61.0,276244,2684
108511,That Time I Got Reincarnated as a Slime Season 2,TV,FINISHED,WINTER,2021.0,211.0,12.0,24.0,83.0,83.0,274935,8523
103572,The Quintessential Quintuplets,TV,FINISHED,WINTER,2019.0,191.0,12.0,24.0,75.0,75.0,273539,8624
150672,Oshi No Ko,TV,FINISHED,SPRING,2023.0,232.0,11.0,24.0,84.0,84.0,273327,16073
116006,The God of High School,TV,FINISHED,SUMMER,2020.0,203.0,13.0,24.0,69.0,69.0,270957,4891
137822,BLUE LOCK,TV,FINISHED,FALL,2022.0,224.0,24.0,25.0,80.0,80.0,270398,11119
127720,Mushoku Tensei: Jobless Reincarnation Cour 2,TV,FINISHED,FALL,2021.0,214.0,12.0,24.0,85.0,85.0,270346,11313
101165,GOBLIN SLAYER,TV,FINISHED,FALL,2018.0,184.0,12.0,24.0,71.0,71.0,270156,5650
164,Princess Mononoke,MOVIE,FINISHED,SUMMER,1997.0,973.0,1.0,134.0,85.0,85.0,268618,11439
6746,Durarara!!,TV,FINISHED,WINTER,2010.0,101.0,24.0,24.0,79.0,79.0,267764,7368
106625,HAIKYU!! TO THE TOP,TV,FINISHED,WINTER,2020.0,201.0,13.0,24.0,83.0,83.0,267249,5307
2167,Clannad,TV,FINISHED,FALL,2007.0,74.0,23.0,24.0,77.0,77.0,266583,5926
116589,86 EIGHTY-SIX,TV,FINISHED,SPRING,2021.0,212.0,11.0,24.0,82.0,82.0,266503,14910
102883,JoJo's Bizarre Adventure: Golden Wind,TV,FINISHED,FALL,2018.0,184.0,39.0,24.0,84.0,84.0,264220,15207
114236,Fire Force Season 2,TV,FINISHED,SUMMER,2020.0,203.0,24.0,24.0,78.0,78.0,263760,4625
918,Gintama,TV,FINISHED,SPRING,2006.0,62.0,201.0,25.0,85.0,85.0,263307,14366
124845,WONDER EGG PRIORITY,TV,FINISHED,WINTER,2021.0,211.0,12.0,23.0,73.0,73.0,261170,5740
99539,The Seven Deadly Sins: Revival of the Commandments,TV,FINISHED,WINTER,2018.0,181.0,24.0,25.0,73.0,73.0,260829,2883
100182,Sword Art Online: Alicization,TV,FINISHED,FALL,2018.0,184.0,24.0,24.0,75.0,75.0,259046,5712
7054,Maid-Sama!,TV,FINISHED,SPRING,2010.0,102.0,26.0,24.0,77.0,77.0,258638,7436
119661,Re:ZERO -Starting Life in Another World- Season 2 Part 2,TV,FINISHED,WINTER,2021.0,211.0,12.0,30.0,84.0,84.0,258419,8753
20661,Terror in Resonance,TV,FINISHED,SUMMER,2014.0,143.0,11.0,23.0,78.0,78.0,258053,7873
20799,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,TV,FINISHED,WINTER,2015.0,151.0,24.0,24.0,82.0,82.0,257610,9519
18153,Beyond the Boundary,TV,FINISHED,FALL,2013.0,134.0,12.0,24.0,74.0,74.0,257067,5101
8074,High School of the Dead,TV,FINISHED,SUMMER,2010.0,103.0,12.0,24.0,66.0,66.0,255550,3993
11771,Kuroko's Basketball,TV,FINISHED,SPRING,2012.0,122.0,25.0,24.0,78.0,78.0,254412,6982
125367,Kaguya-sama: Love is War -Ultra Romantic-,TV,FINISHED,SPRING,2022.0,222.0,13.0,24.0,89.0,89.0,253563,13985
13759,The Pet Girl of Sakurasou,TV,FINISHED,FALL,2012.0,124.0,24.0,24.0,78.0,78.0,250877,7640
523,My Neighbor Totoro,MOVIE,FINISHED,SPRING,1988.0,882.0,1.0,86.0,80.0,80.0,250179,6459
5680,K-ON!,TV,FINISHED,SPRING,2009.0,92.0,13.0,24.0,78.0,78.0,249863,10249
130298,The Eminence in Shadow,TV,FINISHED,FALL,2022.0,224.0,20.0,24.0,81.0,81.0,249228,13990
205,Samurai Champloo,TV,FINISHED,SPRING,2004.0,42.0,26.0,24.0,84.0,84.0,249178,13066
226,Elfen Lied,TV,FINISHED,SUMMER,2004.0,43.0,13.0,25.0,68.0,68.0,246378,4491
20698,My Teen Romantic Comedy SNAFU TOO!,TV,FINISHED,SPRING,2015.0,152.0,13.0,24.0,81.0,81.0,245326,7344
18897,Nisekoi,TV,FINISHED,WINTER,2014.0,141.0,20.0,24.0,73.0,73.0,242715,4421
21518,Food Wars! The Second Plate,TV,FINISHED,SUMMER,2016.0,163.0,13.0,24.0,79.0,79.0,239978,2833
120697,"DON'T TOY WITH ME, MISS NAGATORO",TV,FINISHED,SPRING,2021.0,212.0,12.0,24.0,69.0,69.0,239050,4346
161645,The Apothecary Diaries,TV,FINISHED,FALL,2023.0,234.0,24.0,23.0,88.0,88.0,238843,19883
19603,Fate/stay night: Unlimited Blade Works,TV,FINISHED,FALL,2014.0,144.0,13.0,24.0,80.0,80.0,238275,7167
121,Fullmetal Alchemist,TV,FINISHED,FALL,2003.0,34.0,51.0,25.0,79.0,79.0,237007,5797
98437,Overlord II,TV,FINISHED,WINTER,2018.0,181.0,13.0,24.0,75.0,76.0,236327,4110
107660,BEASTARS,TV,FINISHED,FALL,2019.0,194.0,12.0,23.0,77.0,77.0,235736,5940
4898,Black Butler,TV,FINISHED,FALL,2008.0,84.0,24.0,24.0,72.0,72.0,235393,4769
151801,MASHLE: MAGIC AND MUSCLES,TV,FINISHED,SPRING,2023.0,232.0,12.0,24.0,76.0,76.0,234382,6181
14227,My Little Monster,TV,FINISHED,FALL,2012.0,124.0,13.0,24.0,72.0,72.0,233863,3595
17895,Golden Time,TV,FINISHED,FALL,2013.0,134.0,24.0,24.0,75.0,75.0,233512,5968
21613,Saga of Tanya the Evil,TV,FINISHED,WINTER,2017.0,171.0,12.0,24.0,77.0,77.0,232928,7609
112301,The Misfit of Demon King Academy: History’s Strongest Demon King Reincarnates and Goes to School with His Descendants,TV,FINISHED,SUMMER,2020.0,203.0,13.0,24.0,72.0,72.0,232481,5093
20458,The Irregular at Magic High School,TV,FINISHED,SPRING,2014.0,142.0,26.0,23.0,70.0,70.0,231842,4602
176496,Solo Leveling Season 2 -Arise from the Shadow-,TV,FINISHED,WINTER,2025.0,251.0,13.0,24.0,86.0,86.0,231819,11720
20872,Plastic Memories,TV,FINISHED,SPRING,2015.0,152.0,13.0,24.0,77.0,77.0,231181,5827
113538,HAIKYU!! TO THE TOP Part 2,TV,FINISHED,FALL,2020.0,204.0,12.0,24.0,85.0,85.0,230758,5667
853,Ouran High School Host Club,TV,FINISHED,SPRING,2006.0,62.0,26.0,24.0,80.0,80.0,230115,10630
813,Dragon Ball Z,TV,FINISHED,SPRING,1989.0,892.0,291.0,24.0,80.0,80.0,229647,11984
104157,Rascal Does Not Dream of a Dreaming Girl,MOVIE,FINISHED,SPRING,2019.0,192.0,1.0,90.0,84.0,84.0,228226,8410
21049,ReLIFE,ONA,FINISHED,SUMMER,2016.0,163.0,13.0,24.0,78.0,78.0,228189,5496
116742,That Time I Got Reincarnated as a Slime Season 2 Part 2,TV,FINISHED,SUMMER,2021.0,213.0,12.0,24.0,82.0,82.0,227930,6700
141391,Call of the Night,TV,FINISHED,SUMMER,2022.0,223.0,13.0,23.0,79.0,79.0,227155,8732
6880,Deadman Wonderland,TV,FINISHED,SPRING,2011.0,112.0,12.0,24.0,67.0,67.0,226931,2453
16782,The Garden of Words,MOVIE,FINISHED,SPRING,2013.0,132.0,1.0,46.0,75.0,75.0,225390,4369
1689,5 Centimeters per Second,MOVIE,FINISHED,WINTER,2007.0,71.0,3.0,22.0,71.0,71.0,225085,3923
140439,Mob Psycho 100 III,TV,FINISHED,FALL,2022.0,224.0,12.0,24.0,87.0,87.0,224577,9549
153288,Kaiju No. 8,TV,FINISHED,SPRING,2024.0,242.0,12.0,24.0,82.0,82.0,224063,8550
136430,Vinland Saga Season 2,TV,FINISHED,WINTER,2023.0,231.0,24.0,26.0,88.0,88.0,223361,12259
139630,My Hero Academia Season 6,TV,FINISHED,FALL,2022.0,224.0,25.0,24.0,82.0,82.0,222518,5487
11741,Fate/Zero Season 2,TV,FINISHED,SPRING,2012.0,122.0,12.0,24.0,84.0,84.0,222458,8499
32,Neon Genesis Evangelion: The End of Evangelion,MOVIE,FINISHED,SUMMER,1997.0,973.0,1.0,87.0,85.0,85.0,222334,15028
98436,The Ancient Magus' Bride,TV,FINISHED,FALL,2017.0,174.0,24.0,25.0,78.0,78.0,220603,6520
889,Black Lagoon,TV,FINISHED,SPRING,2006.0,62.0,12.0,24.0,78.0,78.0,220455,7170
100876,Kakegurui xx,TV,FINISHED,WINTER,2019.0,191.0,12.0,24.0,70.0,70.0,220032,1993
20807,Prison School,TV,FINISHED,SUMMER,2015.0,153.0,12.0,24.0,73.0,73.0,219792,4470
20596,Blue Spring Ride,TV,FINISHED,SUMMER,2014.0,143.0,12.0,23.0,75.0,75.0,219677,5051
10793,Guilty Crown,TV,FINISHED,FALL,2011.0,114.0,22.0,24.0,69.0,69.0,219475,4038
15583,Date A Live,TV,FINISHED,SPRING,2013.0,132.0,12.0,23.0,68.0,68.0,218898,4007
101474,Overlord III,TV,FINISHED,SUMMER,2018.0,183.0,13.0,24.0,77.0,77.0,218668,4718
130003,BOCCHI THE ROCK!,TV,FINISHED,FALL,2022.0,224.0,12.0,24.0,87.0,87.0,218519,23953
339,Serial Experiments Lain,TV,FINISHED,SUMMER,1998.0,983.0,13.0,23.0,80.0,80.0,218508,12356
21679,Bungo Stray Dogs 2,TV,FINISHED,FALL,2016.0,164.0,12.0,24.0,81.0,81.0,218506,4829
101167,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,TV,FINISHED,SUMMER,2019.0,193.0,12.0,24.0,71.0,71.0,217903,2880
10165,Nichijou - My Ordinary Life,TV,FINISHED,SPRING,2011.0,112.0,26.0,23.0,83.0,83.0,217730,10122
108463,Toilet-bound Hanako-kun,TV,FINISHED,WINTER,2020.0,201.0,12.0,24.0,77.0,77.0,216871,7822
6045,Kimi ni Todoke: From Me to You,TV,FINISHED,FALL,2009.0,94.0,25.0,23.0,79.0,79.0,216272,6977
111321,The Rising of the Shield Hero Season 2,TV,FINISHED,SPRING,2022.0,222.0,13.0,24.0,65.0,65.0,215449,3143
166240,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,TV,FINISHED,SPRING,2024.0,242.0,8.0,30.0,80.0,80.0,215388,5365
124153,SK8 the Infinity,TV,FINISHED,WINTER,2021.0,211.0,12.0,24.0,79.0,79.0,215288,8212
102976,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,MOVIE,FINISHED,SUMMER,2019.0,193.0,1.0,90.0,82.0,82.0,215154,5240
145545,Classroom of the Elite Season 2,TV,FINISHED,SUMMER,2022.0,223.0,13.0,24.0,79.0,79.0,215024,5929
17265,Log Horizon,TV,FINISHED,FALL,2013.0,134.0,25.0,25.0,76.0,76.0,214889,4196
116267,TONIKAWA: Over The Moon For You,TV,FINISHED,FALL,2020.0,204.0,12.0,24.0,77.0,77.0,214524,6656
21092,Chivalry of a Failed Knight,TV,FINISHED,FALL,2015.0,154.0,12.0,23.0,71.0,71.0,213766,4800
21647,Orange,TV,FINISHED,SUMMER,2016.0,163.0,13.0,24.0,74.0,74.0,212909,4356
21709,Yuri!!! on ICE,TV,FINISHED,FALL,2016.0,164.0,12.0,24.0,77.0,77.0,212804,7510
21857,Masamune-kun's Revenge,TV,FINISHED,WINTER,2017.0,171.0,12.0,24.0,65.0,65.0,212531,2507
16592,Danganronpa: The Animation,TV,FINISHED,SUMMER,2013.0,133.0,13.0,24.0,68.0,68.0,212340,3128
437,Perfect Blue,MOVIE,FINISHED,WINTER,1998.0,981.0,1.0,82.0,85.0,85.0,212330,13525
102351,Tokyo Ghoul:re 2,TV,FINISHED,FALL,2018.0,184.0,12.0,24.0,62.0,62.0,211244,2469
99255,Food Wars! The Third Plate,TV,FINISHED,FALL,2017.0,174.0,12.0,24.0,78.0,78.0,209705,2455
