anime_id,genre
9366,Comedy
10897,Comedy
10897,Romance
16397,Ecchi
16397,Romance
1293,Comedy
1293,Drama
1293,Romance
1293,Sci-Fi
1293,Slice of Life
143327,Sci-Fi
143327,Sports
20753,Action
20753,Fantasy
20753,Supernatural
21050,Comedy
21050,Romance
21050,Slice of Life
109321,Comedy
109321,Ecchi
109321,Romance
109321,Supernatural
21579,Action
21579,Comedy
21112,Comedy
21112,Romance
21112,Sci-Fi
166522,Comedy
166522,Fantasy
166522,Slice of Life
114979,Music
114979,Slice of Life
103277,Action
103277,Fantasy
5525,Action
5525,Fantasy
4106,Action
4106,Comedy
4106,Sci-Fi
183385,Drama
183385,Horror
183385,Psychological
183385,Romance
183385,Supernatural
13851,Comedy
13851,Ecchi
13851,Romance
13851,Sci-Fi
21177,Comedy
21177,Drama
21177,Romance
21177,Slice of Life
184322,Action
184322,Adventure
184322,Fantasy
20692,Action
20692,Drama
20692,Fantasy
154963,Drama
154963,Romance
154963,Sci-Fi
21498,Action
21498,Drama
21498,Horror
21498,Psychological
21498,Sci-Fi
139435,Comedy
139435,Drama
139435,Romance
139435,Supernatural
19151,Ecchi
19151,Romance
19151,Sports
137,Action
137,Adventure
137,Fantasy
897,Action
897,Adventure
897,Sci-Fi
146836,Action
146836,Adventure
146836,Comedy
146836,Ecchi
146836,Fantasy
894,Action
894,Adventure
894,Sci-Fi
179297,Action
179297,Adventure
179297,Fantasy
179297,Slice of Life
20473,Comedy
20473,Romance
103301,Comedy
103301,Fantasy
103301,Slice of Life
875,Adventure
875,Comedy
875,Psychological
875,Romance
21444,Comedy
21444,Romance
21444,Slice of Life
110458,Action
110458,Adventure
110458,Fantasy
110458,Romance
10794,Comedy
10794,Romance
10794,Slice of Life
7465,Sci-Fi
7465,Slice of Life
116756,Action
116756,Fantasy
116756,Supernatural
100673,Action
100673,Comedy
100673,Drama
100673,Fantasy
100673,Romance
3572,Action
3572,Mecha
3572,Music
3572,Romance
3572,Sci-Fi
5941,Comedy
5941,Drama
5941,Romance
5941,Sports
6421,Adventure
6421,Drama
6421,Fantasy
21650,Comedy
21650,Ecchi
21650,Fantasy
21650,Romance
167087,Comedy
167087,Romance
167087,Slice of Life
167087,Supernatural
166715,Action
166715,Comedy
166715,Fantasy
166715,Mystery
166715,Supernatural
179344,Comedy
179344,Romance
15771,Comedy
15771,Slice of Life
15771,Supernatural
108354,Fantasy
108354,Mystery
317,Action
317,Fantasy
317,Sci-Fi
20817,Action
168194,Action
168194,Adventure
168194,Fantasy
180675,Comedy
180675,Sci-Fi
180675,Slice of Life
169927,Comedy
169927,Romance
169927,Slice of Life
169927,Supernatural
15197,Action
15197,Mecha
15197,Sci-Fi
21424,Action
21424,Adventure
21424,Fantasy
98885,Comedy
98885,Drama
98885,Sports
117074,Comedy
117074,Fantasy
21189,Drama
21189,Mystery
21189,Psychological
99900,Comedy
99900,Drama
6637,Action
6637,Comedy
6637,Drama
6637,Mystery
6637,Romance
108266,Action
108266,Comedy
108266,Ecchi
108266,Supernatural
1132,Action
1132,Adventure
1132,Drama
1132,Fantasy
1132,Sci-Fi
179979,Comedy
179979,Romance
179979,Slice of Life
178781,Action
178781,Comedy
178781,Drama
178781,Sci-Fi
112353,Comedy
112353,Drama
112353,Romance
112353,Slice of Life
25,Action
25,Adventure
25,Comedy
25,Ecchi
25,Sci-Fi
110857,Comedy
110857,Music
110857,Slice of Life
21406,Comedy
21406,Slice of Life
128207,Sports
20691,Action
20691,Drama
20691,Fantasy
11266,Action
11266,Comedy
11266,Fantasy
11266,Supernatural
127549,Slice of Life
127549,Sports
8857,Comedy
8857,Slice of Life
101813,Action
101813,Drama
101813,Mecha
101813,Sci-Fi
101813,Thriller
176158,Action
176158,Adventure
176158,Comedy
176158,Ecchi
176158,Fantasy
14027,Comedy
14027,Romance
127550,Adventure
127550,Comedy
127550,Fantasy
127550,Slice of Life
101426,Comedy
101426,Romance
101426,Slice of Life
138425,Comedy
138425,Romance
138425,Slice of Life
165,Drama
165,Mecha
165,Music
165,Mystery
165,Psychological
165,Romance
165,Sci-Fi
148862,Action
148862,Adventure
148862,Fantasy
160589,Action
160589,Comedy
160589,Fantasy
160589,Slice of Life
101924,Drama
101924,Ecchi
18441,Action
18441,Comedy
18441,Supernatural
100451,Action
100451,Ecchi
100451,Fantasy
100451,Romance
986,Action
986,Adventure
986,Sci-Fi
102498,Action
102498,Mystery
102498,Psychological
102498,Supernatural
102498,Thriller
20723,Comedy
20723,Drama
20723,Sports
1852,Comedy
1852,Slice of Life
189046,Action
189046,Adventure
189046,Drama
189046,Fantasy
189046,Psychological
189046,Romance
9471,Comedy
9471,Romance
9471,Slice of Life
113290,Action
113290,Comedy
113290,Drama
113290,Mystery
113290,Supernatural
98693,Comedy
98693,Slice of Life
20752,Adventure
20752,Fantasy
20752,Mystery
20752,Psychological
20752,Slice of Life
20752,Supernatural
21059,Comedy
21059,Slice of Life
265,Comedy
265,Sports
126287,Fantasy
126287,Psychological
19383,Horror
19383,Supernatural
5962,Adventure
5962,Comedy
5962,Sports
152072,Adventure
152072,Fantasy
152072,Slice of Life
20609,Action
20609,Adventure
20609,Comedy
20609,Fantasy
127368,Action
127368,Adventure
127368,Comedy
127368,Ecchi
127368,Fantasy
127368,Romance
76,Action
76,Comedy
76,Drama
76,Fantasy
76,Mahou Shoujo
175198,Action
175198,Adventure
175198,Drama
175198,Fantasy
985,Action
985,Adventure
985,Drama
179919,Drama
179919,Slice of Life
179919,Sports
10209,Action
10209,Comedy
10209,Ecchi
10209,Supernatural
123330,Comedy
123330,Fantasy
123330,Mahou Shoujo
123330,Slice of Life
27,Action
27,Drama
27,Horror
27,Sci-Fi
27,Supernatural
168623,Comedy
168623,Fantasy
168623,Romance
172416,Action
172416,Fantasy
250,Adventure
250,Comedy
250,Supernatural
9479,Action
9479,Sci-Fi
155838,Adventure
155838,Fantasy
9331,Action
9331,Supernatural
144932,Action
144932,Adventure
144932,Comedy
144932,Fantasy
144932,Sci-Fi
140502,Drama
140502,Sports
123779,Drama
123779,Psychological
123779,Supernatural
112296,Action
112296,Ecchi
112296,Fantasy
112296,Supernatural
7590,Comedy
7590,Romance
144533,Drama
144533,Romance
20815,Action
20815,Adventure
20815,Sci-Fi
6164,Drama
6164,Romance
6164,Slice of Life
2156,Action
2156,Fantasy
272,Action
272,Drama
272,Mystery
110851,Action
110851,Fantasy
110851,Supernatural
98779,Comedy
98779,Slice of Life
180523,Action
180523,Adventure
180523,Fantasy
101014,Action
101014,Adventure
2216,Action
2216,Drama
2216,Psychological
183275,Fantasy
183275,Romance
21158,Comedy
21158,Drama
21158,Slice of Life
21158,Sports
120376,Action
120376,Supernatural
6774,Comedy
6774,Drama
6774,Psychological
140830,Drama
140830,Slice of Life
140830,Sports
186712,Comedy
186712,Music
186712,Slice of Life
601,Comedy
601,Horror
601,Psychological
15751,Action
15751,Adventure
15751,Comedy
15751,Fantasy
9790,Comedy
9790,Drama
9790,Ecchi
9790,Romance
9790,Sci-Fi
135,Comedy
135,Sports
135,Supernatural
170019,Romance
170019,Slice of Life
157,Comedy
157,Ecchi
157,Fantasy
157,Romance
132096,Comedy
132096,Slice of Life
102167,Music
102167,Sports
21249,Action
21249,Drama
21249,Fantasy
21249,Mystery
21249,Sci-Fi
21249,Supernatural
103222,Action
103222,Drama
103222,Ecchi
103222,Horror
103222,Mahou Shoujo
139,Action
139,Adventure
139,Fantasy
13391,Action
13391,Mecha
13391,Sci-Fi
13055,Comedy
13055,Ecchi
13055,Horror
13055,Romance
13055,Supernatural
10805,Comedy
10805,Romance
10805,Supernatural
179885,Action
179885,Adventure
179885,Fantasy
101410,Action
101410,Comedy
567,Action
567,Mecha
567,Mystery
567,Psychological
567,Sci-Fi
155527,Drama
155527,Romance
20720,Comedy
20720,Fantasy
20720,Slice of Life
121034,Sci-Fi
98884,Comedy
98884,Drama
98884,Sports
1594,Horror
1594,Psychological
1594,Supernatural
21045,Romance
21045,Supernatural
20986,Action
20986,Adventure
20986,Fantasy
469,Comedy
469,Romance
469,Supernatural
157295,Comedy
157295,Slice of Life
10049,Action
10049,Supernatural
160515,Sports
87496,Adventure
87496,Comedy
87496,Fantasy
1121,Action
1121,Adventure
1121,Comedy
1121,Drama
1121,Fantasy
98631,Romance
98631,Slice of Life
21731,Action
20628,Action
20628,Drama
20628,Sci-Fi
20843,Comedy
20843,Fantasy
20843,Music
174044,Comedy
174044,Supernatural
117696,Comedy
117696,Fantasy
117696,Slice of Life
7588,Drama
7588,Mystery
4026,Action
4026,Adventure
4026,Fantasy
974,Action
974,Adventure
974,Comedy
974,Psychological
974,Sci-Fi
1536,Action
1536,Comedy
1536,Fantasy
1536,Supernatural
650,Action
650,Comedy
85,Drama
85,Mecha
85,Sci-Fi
21201,Action
21201,Mecha
21201,Psychological
21201,Sci-Fi
395,Action
395,Drama
395,Ecchi
395,Horror
395,Psychological
395,Sci-Fi
395,Supernatural
166442,Action
166442,Adventure
166442,Fantasy
17082,Comedy
17082,Slice of Life
288,Action
288,Adventure
288,Comedy
288,Sci-Fi
288,Sports
166699,Comedy
166699,Romance
207,Action
207,Adventure
207,Fantasy
207,Supernatural
5355,Action
5355,Drama
5355,Fantasy
101965,Comedy
101965,Fantasy
159042,Action
159042,Adventure
159042,Fantasy
166104,Comedy
166104,Romance
166104,Slice of Life
6178,Action
6178,Adventure
6178,Comedy
6178,Fantasy
10033,Action
10033,Adventure
10033,Comedy
10033,Fantasy
109616,Action
109616,Adventure
109616,Supernatural
20802,Action
20802,Adventure
20802,Drama
20802,Fantasy
20802,Sci-Fi
20542,Fantasy
20542,Romance
20542,Supernatural
97665,Action
97665,Drama
97665,Mystery
97665,Romance
97665,Supernatural
106862,Drama
106862,Fantasy
106862,Mystery
106862,Supernatural
97637,Comedy
3927,Action
3927,Drama
3927,Mecha
3927,Sci-Fi
17389,Action
98497,Comedy
98497,Slice of Life
98497,Sports
21832,Adventure
21832,Drama
21832,Mystery
21832,Psychological
21832,Sci-Fi
895,Action
895,Adventure
895,Sci-Fi
10681,Action
10681,Horror
10681,Supernatural
150653,Drama
150653,Horror
150653,Mystery
150653,Psychological
150653,Supernatural
150653,Thriller
6377,Comedy
103638,Comedy
103638,Drama
103638,Mystery
103638,Psychological
16916,Comedy
16916,Sports
150957,Comedy
150957,Slice of Life
150957,Supernatural
13939,Action
13939,Romance
13939,Sci-Fi
1470,Action
1470,Comedy
1470,Mystery
166828,Comedy
166828,Fantasy
166828,Slice of Life
109019,Comedy
109019,Slice of Life
109019,Sports
170166,Drama
170166,Mystery
170166,Supernatural
170166,Thriller
1562,Comedy
195153,Action
195153,Drama
195153,Romance
195153,Sci-Fi
460,Action
460,Adventure
460,Comedy
460,Fantasy
106503,Action
106503,Sci-Fi
241,Comedy
241,Ecchi
241,Romance
21662,Action
21662,Comedy
21662,Fantasy
21662,Supernatural
169969,Action
169969,Adventure
169969,Comedy
169969,Fantasy
20740,Comedy
20740,Romance
20740,Supernatural
113652,Action
113652,Music
113652,Sci-Fi
15199,Action
15199,Mecha
15199,Sci-Fi
105749,Sports
139369,Fantasy
139369,Slice of Life
87495,Comedy
87495,Drama
87495,Music
87495,Slice of Life
10418,Action
10418,Horror
10418,Sci-Fi
1002,Action
1002,Comedy
1002,Mecha
1002,Sci-Fi
167486,Drama
167486,Romance
167486,Supernatural
11837,Action
11837,Drama
11837,Horror
11837,Romance
11837,Sci-Fi
11837,Supernatural
5671,Slice of Life
5671,Sports
157371,Action
157371,Adventure
157371,Fantasy
167144,Romance
3655,Action
3655,Drama
3655,Psychological
3655,Supernatural
20736,Action
20736,Adventure
20736,Drama
20736,Psychological
20736,Sci-Fi
20736,Supernatural
21818,Comedy
21818,Ecchi
21818,Romance
141785,Action
141785,Supernatural
159039,Comedy
159039,Drama
159039,Slice of Life
21852,Comedy
21852,Ecchi
21852,Romance
21852,Sci-Fi
166477,Comedy
166477,Drama
166477,Ecchi
166477,Romance
149028,Comedy
149028,Drama
149028,Romance
3974,Action
3974,Comedy
3974,Sci-Fi
101812,Action
101812,Drama
101812,Mecha
101812,Sci-Fi
101812,Thriller
665,Action
665,Adventure
665,Drama
665,Horror
665,Supernatural
21452,Sci-Fi
21452,Supernatural
21452,Thriller
99470,Action
122137,Comedy
122137,Ecchi
21349,Sports
21241,Action
21241,Adventure
21241,Comedy
21241,Supernatural
8934,Action
8934,Mecha
20693,Comedy
20693,Music
20693,Slice of Life
1589,Drama
1589,Slice of Life
113814,Drama
113814,Music
113814,Slice of Life
113814,Supernatural
159559,Comedy
159559,Slice of Life
102352,Action
102352,Adventure
127595,Action
127595,Comedy
4581,Action
4581,Drama
4581,Horror
4581,Supernatural
21482,Action
21482,Fantasy
21279,Comedy
21279,Ecchi
21451,Action
21451,Mecha
21451,Sci-Fi
21218,Action
21218,Drama
21218,Fantasy
21218,Sci-Fi
180052,Action
180052,Adventure
180052,Comedy
180052,Fantasy
10073,Action
10073,Ecchi
10073,Supernatural
18393,Action
18393,Adventure
18393,Comedy
18393,Fantasy
50,Comedy
50,Romance
50,Supernatural
21120,Comedy
21120,Drama
21120,Sports
7627,Comedy
7627,Slice of Life
159074,Comedy
159074,Slice of Life
159074,Supernatural
1239,Action
1239,Adventure
1239,Drama
1239,Fantasy
1239,Mahou Shoujo
1239,Romance
137819,Comedy
137819,Mystery
137819,Psychological
137819,Romance
137819,Sci-Fi
21376,Drama
21376,Music
21376,Slice of Life
147,Drama
147,Romance
147,Slice of Life
98747,Action
98747,Fantasy
1453,Comedy
1453,Drama
1453,Romance
1453,Slice of Life
2961,Fantasy
2961,Sci-Fi
6030,Action
6030,Comedy
6030,Ecchi
6030,Sci-Fi
99394,Comedy
99394,Slice of Life
99394,Supernatural
167820,Action
167820,Drama
167820,Fantasy
167820,Psychological
116226,Fantasy
100715,Action
100715,Comedy
100715,Fantasy
100715,Mahou Shoujo
20713,Action
20713,Adventure
20713,Mystery
20713,Sci-Fi
20713,Supernatural
100432,Action
100432,Adventure
100432,Fantasy
100432,Romance
138788,Action
138788,Comedy
21795,Romance
21795,Slice of Life
140643,Mystery
140643,Sci-Fi
198188,Action
198188,Comedy
198188,Drama
198188,Romance
198188,Sci-Fi
198188,Slice of Life
198188,Supernatural
372,Drama
372,Fantasy
372,Mahou Shoujo
372,Romance
113924,Comedy
113924,Ecchi
113924,Romance
185874,Action
185874,Adventure
185874,Supernatural
155419,Comedy
155419,Drama
155419,Slice of Life
846,Comedy
846,Romance
846,Slice of Life
177120,Comedy
158166,Music
9750,Comedy
9750,Ecchi
9750,Romance
9750,Supernatural
21055,Action
21055,Fantasy
21055,Supernatural
104175,Action
104175,Adventure
104175,Fantasy
114108,Action
114108,Fantasy
20582,Comedy
6895,Action
6895,Drama
6895,Supernatural
107203,Drama
107203,Slice of Life
107203,Sports
462,Action
462,Adventure
462,Comedy
462,Fantasy
179706,Comedy
179706,Slice of Life
18661,Comedy
18661,Fantasy
18661,Romance
18661,Supernatural
98519,Comedy
98519,Fantasy
98519,Slice of Life
710,Comedy
710,Drama
710,Romance
182300,Action
182300,Adventure
182300,Drama
182300,Fantasy
111729,Action
111729,Adventure
111729,Fantasy
99939,Comedy
99939,Romance
99939,Slice of Life
21384,Comedy
21384,Romance
21384,Slice of Life
10378,Comedy
10378,Slice of Life
21192,Action
21192,Comedy
21192,Ecchi
21192,Fantasy
147369,Drama
147369,Music
1251,Adventure
1251,Comedy
1251,Romance
1251,Sci-Fi
109856,Action
109856,Adventure
109856,Mecha
109856,Music
109856,Sci-Fi
962,Fantasy
962,Sci-Fi
962,Slice of Life
20744,Slice of Life
20680,Action
20680,Mecha
20680,Music
20680,Romance
20680,Sci-Fi
15879,Comedy
15879,Mecha
14293,Romance
14293,Sci-Fi
98878,Comedy
98878,Ecchi
98878,Romance
167404,Action
167404,Comedy
167404,Drama
4814,Comedy
4814,Drama
4814,Romance
165253,Comedy
165253,Music
165253,Slice of Life
21871,Action
21871,Drama
21871,Mahou Shoujo
21871,Sports
14175,Comedy
14175,Drama
14175,Slice of Life
98873,Action
98873,Adventure
98873,Fantasy
100465,Action
100465,Drama
100465,Fantasy
100465,Mystery
6336,Action
6336,Drama
6336,Mecha
6336,Sci-Fi
584,Adventure
584,Drama
584,Psychological
584,Sci-Fi
584,Slice of Life
2403,Comedy
2403,Drama
2403,Ecchi
5420,Drama
5420,Fantasy
21489,Action
21489,Ecchi
21489,Fantasy
21489,Romance
21244,Comedy
21244,Drama
21244,Sports
101930,Action
101930,Drama
101930,Sci-Fi
11077,Action
11077,Horror
11077,Supernatural
138459,Drama
138459,Music
138459,Slice of Life
99748,Fantasy
99748,Slice of Life
10507,Sports
10507,Supernatural
198966,Action
198966,Comedy
198966,Drama
198966,Fantasy
198966,Sci-Fi
198966,Supernatural
4744,Comedy
4744,Romance
107727,Action
107727,Adventure
107727,Fantasy
107727,Romance
198,Action
198,Drama
198,Ecchi
198,Mystery
198,Psychological
198,Supernatural
10937,Action
10937,Mecha
10937,Sci-Fi
160275,Adventure
160275,Drama
160275,Fantasy
160275,Horror
160275,Mystery
160275,Sci-Fi
121467,Action
121467,Adventure
121467,Drama
121467,Fantasy
121467,Mystery
121467,Supernatural
15793,Action
15793,Drama
15793,Mahou Shoujo
15793,Music
15793,Sci-Fi
109492,Comedy
109492,Ecchi
109492,Romance
109492,Slice of Life
15201,Action
15201,Mecha
15201,Sci-Fi
15125,Comedy
15125,Slice of Life
15125,Sports
20762,Action
20762,Fantasy
20762,Mecha
20762,Sci-Fi
3467,Comedy
3467,Ecchi
3467,Romance
14921,Drama
14921,Romance
14921,Supernatural
122807,Drama
122807,Sports
996,Action
996,Adventure
996,Comedy
996,Drama
996,Fantasy
996,Mahou Shoujo
996,Romance
63,Comedy
63,Ecchi
63,Romance
63,Sci-Fi
113108,Action
112803,Action
112803,Drama
112803,Sci-Fi
21275,Action
21275,Adventure
21275,Fantasy
21275,Mecha
20654,Comedy
20654,Slice of Life
20952,Action
20952,Horror
20952,Psychological
20952,Supernatural
21853,Comedy
21853,Ecchi
21853,Romance
21853,Sci-Fi
13411,Action
13411,Drama
13411,Sci-Fi
104307,Comedy
104307,Drama
104307,Romance
104307,Slice of Life
178701,Adventure
178701,Drama
178701,Fantasy
5365,Drama
21213,Music
21213,Mystery
21213,Romance
21213,Slice of Life
114099,Action
114099,Adventure
114099,Fantasy
20991,Action
20991,Adventure
20991,Comedy
1004,Romance
1004,Slice of Life
16444,Comedy
16444,Ecchi
16444,Fantasy
16444,Supernatural
176246,Comedy
176246,Slice of Life
98607,Comedy
6793,Comedy
6793,Fantasy
6793,Supernatural
405,Horror
405,Supernatural
2201,Action
2201,Adventure
2201,Fantasy
20835,Action
20835,Comedy
20835,Fantasy
117002,Drama
117002,Mahou Shoujo
117002,Mystery
117002,Psychological
117002,Thriller
20831,Slice of Life
101206,Comedy
101206,Slice of Life
3603,Action
3603,Adventure
3603,Horror
3091,Comedy
3091,Drama
3091,Horror
3091,Mystery
3091,Psychological
3091,Supernatural
6574,Comedy
6574,Romance
6574,Slice of Life
179068,Action
179068,Adventure
179068,Fantasy
21242,Comedy
21242,Romance
180829,Comedy
180829,Ecchi
180829,Fantasy
180829,Romance
5079,Action
174654,Comedy
174654,Ecchi
174654,Romance
16355,Action
16355,Fantasy
16355,Romance
122511,Action
122511,Drama
122511,Fantasy
171038,Drama
171038,Fantasy
171038,Romance
179828,Comedy
179828,Romance
21496,Action
21496,Drama
21496,Ecchi
21496,Horror
21496,Psychological
21496,Sci-Fi
21496,Supernatural
379,Comedy
379,Sci-Fi
20625,Comedy
20625,Slice of Life
20737,Action
20737,Adventure
20737,Drama
20737,Psychological
20737,Sci-Fi
20737,Supernatural
21780,Adventure
21780,Comedy
21780,Fantasy
20965,Action
20965,Adventure
20965,Psychological
20965,Sci-Fi
163079,Adventure
163079,Fantasy
163079,Romance
185731,Action
185731,Comedy
185731,Romance
81,Adventure
81,Drama
81,Mecha
81,Romance
81,Sci-Fi
124786,Action
124786,Mecha
124786,Mystery
124786,Sci-Fi
1816,Action
1816,Adventure
1816,Comedy
1816,Fantasy
1816,Mecha
1816,Sci-Fi
16866,Comedy
16866,Romance
16866,Slice of Life
627,Comedy
627,Drama
627,Sports
98524,Comedy
98524,Supernatural
106239,Comedy
106239,Ecchi
106239,Romance
106239,Supernatural
141350,Comedy
141350,Supernatural
61,Action
61,Comedy
61,Fantasy
61,Romance
2159,Comedy
2159,Sports
154673,Action
154673,Mecha
154673,Sci-Fi
143103,Action
143103,Drama
143103,Fantasy
118376,Action
118376,Adventure
118376,Fantasy
175450,Comedy
175450,Romance
175450,Sci-Fi
175450,Slice of Life
180745,Drama
180745,Psychological
15437,Action
15437,Comedy
15437,Ecchi
15437,Supernatural
5507,Action
5507,Romance
135866,Action
135866,Fantasy
9776,Comedy
9776,Slice of Life
11241,Action
11241,Adventure
114622,Comedy
114622,Fantasy
114622,Horror
20591,Drama
20591,Romance
20591,Sci-Fi
20591,Supernatural
16694,Comedy
16694,Ecchi
16694,Horror
16694,Romance
16694,Supernatural
97891,Action
97891,Fantasy
97891,Supernatural
146743,Comedy
146743,Romance
146743,Slice of Life
150654,Action
150654,Adventure
150654,Sci-Fi
114301,Action
114301,Adventure
114301,Drama
114301,Fantasy
179998,Action
179998,Sci-Fi
104147,Comedy
104147,Slice of Life
7,Action
7,Drama
7,Mystery
7,Supernatural
98031,Action
98031,Supernatural
180082,Comedy
180082,Romance
21248,Action
21248,Adventure
21248,Drama
21248,Psychological
21248,Sci-Fi
21248,Supernatural
169420,Comedy
169420,Drama
169420,Romance
169420,Slice of Life
21010,Ecchi
21010,Romance
169931,Comedy
169931,Romance
14515,Comedy
14515,Drama
14515,Psychological
14515,Romance
14515,Supernatural
21831,Action
21831,Adventure
21831,Comedy
21831,Drama
21831,Fantasy
7695,Action
7695,Adventure
7695,Fantasy
101814,Action
101814,Adventure
101814,Drama
101814,Fantasy
101814,Mystery
101814,Sci-Fi
101814,Thriller
7662,Horror
7662,Mystery
7662,Romance
7662,Supernatural
162785,Comedy
162785,Drama
162785,Romance
162785,Slice of Life
306,Comedy
306,Ecchi
306,Fantasy
21238,Comedy
21238,Slice of Life
21328,Comedy
21328,Slice of Life
104198,Comedy
104198,Slice of Life
108147,Action
108147,Adventure
108147,Drama
108147,Fantasy
108147,Mahou Shoujo
108147,Mecha
8726,Comedy
8726,Slice of Life
101367,Action
101367,Adventure
101367,Fantasy
108487,Drama
108487,Romance
108487,Slice of Life
108487,Supernatural
4719,Action
4719,Adventure
4719,Ecchi
4719,Fantasy
136381,Action
136381,Comedy
136381,Drama
136381,Slice of Life
136381,Sports
10686,Action
10686,Adventure
14765,Action
14765,Comedy
14765,Fantasy
6444,Adventure
6444,Fantasy
6444,Supernatural
6127,Comedy
21178,Action
21178,Mecha
21178,Sci-Fi
182206,Action
182206,Adventure
182206,Comedy
182206,Fantasy
9136,Fantasy
9136,Supernatural
136145,Mystery
136145,Supernatural
20619,Action
20619,Adventure
20619,Fantasy
20983,Action
20983,Comedy
20983,Fantasy
127976,Adventure
127976,Drama
127976,Fantasy
127976,Romance
144323,Action
144323,Comedy
144323,Drama
144323,Psychological
144323,Supernatural
140499,Drama
140499,Music
184694,Action
184694,Adventure
184694,Fantasy
11123,Comedy
11123,Romance
3420,Drama
3420,Fantasy
3420,Psychological
3420,Supernatural
3420,Thriller
98249,Adventure
98249,Fantasy
98249,Music
98249,Supernatural
139449,Ecchi
139449,Slice of Life
165070,Comedy
165070,Slice of Life
185880,Action
185880,Fantasy
185880,Supernatural
97673,Comedy
97673,Slice of Life
195604,Action
195604,Adventure
195604,Comedy
195604,Fantasy
132351,Adventure
132351,Comedy
132351,Fantasy
132351,Slice of Life
12815,Comedy
12815,Slice of Life
108628,Sports
156632,Drama
156632,Slice of Life
156632,Sports
461,Action
461,Adventure
461,Comedy
461,Fantasy
98217,Drama
98217,Slice of Life
21608,Action
21608,Fantasy
98874,Action
98874,Adventure
98874,Fantasy
107876,Action
107876,Horror
107876,Supernatural
164312,Comedy
164312,Drama
164312,Slice of Life
158871,Action
158871,Adventure
158871,Fantasy
114811,Action
114811,Adventure
114811,Fantasy
114811,Sci-Fi
13203,Action
13203,Adventure
13203,Comedy
13203,Drama
13203,Ecchi
13203,Psychological
13203,Thriller
178467,Action
178467,Adventure
178467,Comedy
178467,Fantasy
111951,Drama
111951,Mystery
111951,Slice of Life
100728,Action
100728,Fantasy
124060,Action
124060,Drama
124060,Supernatural
166,Action
166,Mecha
166,Sci-Fi
8876,Comedy
8876,Ecchi
102939,Fantasy
102939,Supernatural
20497,Slice of Life
10389,Drama
10389,Supernatural
15109,Action
15109,Comedy
15109,Mystery
15109,Supernatural
20826,Comedy
20826,Slice of Life
100569,Action
100569,Mystery
100569,Sci-Fi
110371,Drama
110371,Romance
110371,Sci-Fi
479,Action
479,Adventure
479,Comedy
479,Drama
479,Supernatural
21098,Action
21098,Ecchi
21098,Fantasy
126356,Drama
126356,Fantasy
126356,Romance
5690,Comedy
5690,Music
5690,Romance
8476,Romance
8476,Supernatural
20875,Action
20875,Supernatural
122,Comedy
122,Drama
122,Mahou Shoujo
122,Music
122,Romance
122,Supernatural
97591,Action
97591,Mystery
97591,Supernatural
10298,Comedy
154454,Comedy
154454,Fantasy
20453,Comedy
20453,Slice of Life
551,Action
551,Sports
131912,Action
131912,Drama
131912,Mystery
131912,Supernatural
371,Comedy
371,Fantasy
371,Mahou Shoujo
7858,Comedy
7858,Ecchi
7858,Sci-Fi
7858,Supernatural
4970,Action
21588,Comedy
188487,Action
188487,Adventure
188487,Fantasy
185544,Adventure
185544,Comedy
185544,Fantasy
185544,Slice of Life
21741,Action
21741,Comedy
21741,Drama
21741,Fantasy
21741,Slice of Life
10491,Comedy
10491,Ecchi
10491,Mahou Shoujo
10491,Mystery
10491,Romance
10491,Supernatural
82,Adventure
82,Drama
82,Mecha
82,Sci-Fi
127363,Comedy
127363,Romance
4477,Comedy
4477,Music
4477,Romance
4477,Slice of Life
97616,Comedy
185575,Comedy
185575,Romance
20714,Drama
20714,Psychological
20714,Thriller
127149,Comedy
127149,Fantasy
127149,Supernatural
110446,Action
110446,Horror
1709,Action
1709,Adventure
1709,Comedy
1709,Drama
1709,Fantasy
1709,Sci-Fi
21243,Comedy
21243,Slice of Life
2131,Comedy
2131,Ecchi
2131,Supernatural
172355,Drama
172355,Mystery
163077,Adventure
163077,Comedy
163077,Fantasy
10294,Action
10294,Sci-Fi
10294,Supernatural
390,Drama
390,Romance
390,Sports
156110,Action
156110,Comedy
156110,Fantasy
156110,Slice of Life
11783,Action
11783,Adventure
11783,Fantasy
4192,Action
4192,Comedy
4192,Romance
100248,Action
100248,Mecha
100248,Sci-Fi
21327,Comedy
21327,Slice of Life
18295,Action
18295,Mecha
15775,Comedy
15775,Slice of Life
15775,Supernatural
98,Action
98,Comedy
98,Drama
98,Fantasy
98,Mecha
98,Romance
1050,Adventure
1050,Comedy
1050,Sci-Fi
107069,Action
107069,Drama
107069,Fantasy
100762,Comedy
100762,Ecchi
100762,Slice of Life
15613,Action
15613,Fantasy
15613,Supernatural
935,Action
935,Sci-Fi
9834,Comedy
9834,Sci-Fi
1454,Action
1454,Horror
1454,Romance
1454,Supernatural
4884,Adventure
4884,Drama
4884,Fantasy
21704,Comedy
21704,Fantasy
21704,Slice of Life
123,Adventure
123,Comedy
123,Drama
123,Fantasy
123,Romance
104936,Comedy
104936,Slice of Life
19511,Action
19511,Comedy
119947,Comedy
119947,Mahou Shoujo
119947,Romance
21423,Comedy
21423,Slice of Life
171637,Action
171637,Adventure
171637,Drama
171637,Romance
17121,Drama
17121,Slice of Life
155645,Comedy
155645,Romance
155645,Sci-Fi
155645,Supernatural
167991,Fantasy
